country,chamber,chamber_type,dimension,indicator,question_id,question_text,selected_answer,score,max_score,country_context,supporting_evidence
Thailand,House of Senate,upper,Citizen Participation,Public feedback on bills prior to Parliament deliberation,Q7.2,"Is information provided on how public feedback given during the drafting of bills, prior to formal introduction in Parliament, is considered?",Information is consistently provided,1.0,1,Confirmed via secondary reporting; not directly verified with the secretariat.,Cross-checked with civil society monitoring reports.
Thailand,House of Senate,upper,Citizen Participation,Public feedback on bills during Parliament deliberation,Q8.1,Is there regular public consultation for proposals or feedback on bills during parliamentary review or committee stages?,No formal mechanisms exist to facilitate public feedback on bills,0.0,1,Publicly available on the parliament's official website.,Illustrative placeholder — not independently verified.
Thailand,House of Senate,upper,Citizen Participation,Public feedback on bills during Parliament deliberation,Q8.2,Is information provided on how public feedback given during the parliamentary review or committee stages of a bill is considered?,No information is provided,0.0,1,Confirmed via secondary reporting; not directly verified with the secretariat.,No public documentation found at time of assessment.
Thailand,House of Senate,upper,Citizen Participation,Public feedback on laws post-enactment,Q9.1,Is the public formally able to provide feedback on enacted laws to inform review or amendment?,Public can provide feedback through formal processes that are consistently used,1.0,1,"Provided only upon formal request, not proactively disclosed.",Cross-checked with civil society monitoring reports.
Thailand,House of Senate,upper,Citizen Participation,Public feedback on laws post-enactment,Q9.2,"Is information provided on how public feedback given post-enactment of a law, is considered?",Information is provided inconsistently or selectively,0.5,1,"Provided only upon formal request, not proactively disclosed.",Cross-checked with civil society monitoring reports.
Thailand,House of Senate,upper,Transparency,Availability of MP personal information,Q10.1,Is the following information about Members of Parliament publicly made available by Parliament? [Select all that apply],"Yes, a name list identifying MPs",0.25,1,Practice varies by session; not consistently applied.,Illustrative placeholder — not independently verified.
Thailand,House of Senate,upper,Transparency,Availability of MP personal information,Q10.2,"Is each of the categories selected above available for all MPs, or only some?",Available for all or most MPs,1.0,1,Publicly available on the parliament's official website.,Illustrative placeholder — not independently verified.
Thailand,House of Senate,upper,Transparency,Availability of MP personal information,Q10.3,In what format does Parliament publish the above information about Members of Parliament?,Non-Machine Readable Format,0.25,1,Practice varies by session; not consistently applied.,Reference: most recent annual transparency report.
Thailand,House of Senate,upper,Transparency,Availability of MPs' staff personal information,Q11.1,Is the following information about staff of Members of Parliament publicly made available by Parliament? [Select all that apply],"Yes, published names to identify MPs' staff",0.25,1,"Provided only upon formal request, not proactively disclosed.","See parliament website, official publications section."
Thailand,House of Senate,upper,Transparency,Availability of MPs' staff personal information,Q11.2,"Is each of the categories of information selected above available for all staff of Members of Parliament, or only some?",Available for all or most staff,1.0,1,Publicly available on the parliament's official website.,Illustrative placeholder — not independently verified.
Thailand,House of Senate,upper,Transparency,Availability of MPs' staff personal information,Q11.3,In what format does Parliament publish the above information on staff of Members of Parliament?,Real-time API,1.0,1,Practice varies by session; not consistently applied.,Cross-checked with civil society monitoring reports.
Thailand,House of Senate,upper,Citizen Participation,Physical accessibility for persons with disabilities,Q12.1,Does Parliament have facilities to ensure physical accessibility for persons with disabilities within the parliamentary buildings?,"Core accessibility infrastructure is in place (e.g., ramps, lifts, accessible restrooms, designated seating)",1.0,1,"Available in the national language only, no official translation.",No public documentation found at time of assessment.
